Produto;Quantidade (L.);Year;Category
Suco Natural Integral;-;2013;Comercializacao
Suco Adoçado;-;2013;Comercializacao
Suco Reprocessado/reconstituido;-;2013;Comercializacao
Suco Orgânico;-;2013;Comercializacao
Outros sucos de uvas;-;2013;Comercializacao
SUCO DE UVAS CONCENTRADO;38.369.914;2013;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;36.841.561;2013;Comercializacao
Outros vinhos (sem informação detalhada);-;2013;Comercializacao
Agrin (fermentado, acetico misto);56.936;2013;Comercializacao
Aguardente de vinho 50°gl;-;2013;Comercializacao
Alcool vinico;-;2013;Comercializacao
Bagaceira (graspa);17.075;2013;Comercializacao
Base champenoise champanha;27.078;2013;Comercializacao
Base charmat champanha;97.260;2013;Comercializacao
Base espumante moscatel;26.483;2013;Comercializacao
Bebida de uva;291.188;2013;Comercializacao
Borra líquida;22.000;2013;Comercializacao
Borra seca;62.825;2013;Comercializacao
Brandy (conhaque);6.276;2013;Comercializacao
Cooler;4.028.017;2013;Comercializacao
Coquetel com vinho;806.955;2013;Comercializacao
Destilado de vinho;24.838;2013;Comercializacao
Filtrado doce;6.685.648;2013;Comercializacao
Jeropiga;94.860;2013;Comercializacao
Mistelas;1.655;2013;Comercializacao
Mosto concentrado;-;2013;Comercializacao
Mosto de uva;325.562;2013;Comercializacao
Mosto sulfitado;-;2013;Comercializacao
Nectar de uva;5.347.775;2013;Comercializacao
Outros produtos;529.274;2013;Comercializacao
Polpa de uva;1.981.851;2013;Comercializacao
Preparado líquido para refresco;623.481;2013;Comercializacao
Refrigerante +50% suco;-;2013;Comercializacao
Sangria;76.039;2013;Comercializacao
Vinagre balsamico;122.749;2013;Comercializacao
Vinagre duplo;3.233.270;2013;Comercializacao
Vinagre simples;8.049.936;2013;Comercializacao
Vinho acetificado;3.154.800;2013;Comercializacao
Vinho base para espumantes;-;2013;Comercializacao
Vinho composto;595.513;2013;Comercializacao
Vinho licoroso;609.153;2013;Comercializacao
Vinho leve;-;2013;Comercializacao
Vinho gaseificado;-;2013;Comercializacao
Total;418.434.128;2013;Comercializacao
VINHO DE MESA;206.404.427;2014;Comercializacao
Tinto;178.250.072;2014;Comercializacao
Rosado;1.419.855;2014;Comercializacao
Branco;26.734.500;2014;Comercializacao
VINHO FINO DE MESA;20.424.983;2014;Comercializacao
Tinto;15.354.938;2014;Comercializacao
Rosado;164.219;2014;Comercializacao
Branco;4.905.826;2014;Comercializacao
VINHO FRIZANTE;1.893.469;2014;Comercializacao
VINHO ORGÂNICO;-;2014;Comercializacao
VINHO ESPECIAL;7.231;2014;Comercializacao
Tinto;7.231;2014;Comercializacao
Rosado;-;2014;Comercializacao
Branco;-;2014;Comercializacao
ESPUMANTES;17.191.075;2014;Comercializacao
Espumante  Moscatel;4.588.465;2014;Comercializacao
Espumante;12.602.610;2014;Comercializacao
Espumante Orgânico;-;2014;Comercializacao
SUCO DE UVAS;88.013.377;2014;Comercializacao
Suco Natural Integral;-;2014;Comercializacao
Suco Adoçado;-;2014;Comercializacao
Suco Reprocessado/reconstituido;-;2014;Comercializacao
Suco Orgânico;-;2014;Comercializacao
Outros sucos de uvas;-;2014;Comercializacao
SUCO DE UVAS CONCENTRADO;39.359.935;2014;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;34.963.296;2014;Comercializacao
Outros vinhos (sem informação detalhada);-;2014;Comercializacao
Agrin (fermentado, acetico misto);-;2014;Comercializacao
Aguardente de vinho 50°gl;-;2014;Comercializacao
Alcool vinico;-;2014;Comercializacao
Bagaceira (graspa);14.472;2014;Comercializacao
Base champenoise champanha;46.476;2014;Comercializacao
Base charmat champanha;75.067;2014;Comercializacao
Base espumante moscatel;37.395;2014;Comercializacao
Bebida de uva;70.999;2014;Comercializacao
Borra líquida;33.381;2014;Comercializacao
Borra seca;106.400;2014;Comercializacao
Brandy (conhaque);6.625;2014;Comercializacao
Cooler;4.045.218;2014;Comercializacao
Coquetel com vinho;736.496;2014;Comercializacao
Destilado de vinho;150;2014;Comercializacao
Filtrado doce;6.267.047;2014;Comercializacao
Jeropiga;64.937;2014;Comercializacao
Mistelas;948;2014;Comercializacao
Mosto concentrado;-;2014;Comercializacao
Mosto de uva;1.818.425;2014;Comercializacao
Mosto sulfitado;-;2014;Comercializacao
Nectar de uva;3.488.907;2014;Comercializacao
Outros produtos;639.191;2014;Comercializacao
Polpa de uva;2.358.125;2014;Comercializacao
Preparado líquido para refresco;259.320;2014;Comercializacao
Refrigerante +50% suco;-;2014;Comercializacao
Sangria;86.279;2014;Comercializacao
Vinagre balsamico;124.379;2014;Comercializacao
Vinagre duplo;969.702;2014;Comercializacao
Vinagre simples;8.180.657;2014;Comercializacao
Vinho acetificado;4.465.675;2014;Comercializacao
Vinho base para espumantes;-;2014;Comercializacao
Vinho composto;450.121;2014;Comercializacao
Vinho licoroso;616.904;2014;Comercializacao
Vinho leve;-;2014;Comercializacao
Vinho gaseificado;-;2014;Comercializacao
Total;408.257.793;2014;Comercializacao
VINHO DE MESA;209.198.468;2015;Comercializacao
Tinto;182.028.785;2015;Comercializacao
Rosado;1.409.002;2015;Comercializacao
Branco;25.760.681;2015;Comercializacao
VINHO FINO DE MESA;20.141.631;2015;Comercializacao
Tinto;15.572.632;2015;Comercializacao
Rosado;169.185;2015;Comercializacao
Branco;4.399.814;2015;Comercializacao
VINHO FRIZANTE;1.836.167;2015;Comercializacao
VINHO ORGÂNICO;-;2015;Comercializacao
VINHO ESPECIAL;593;2015;Comercializacao
Tinto;593;2015;Comercializacao
Rosado;-;2015;Comercializacao
Branco;-;2015;Comercializacao
ESPUMANTES;18.897.144;2015;Comercializacao
Espumante  Moscatel;5.010.704;2015;Comercializacao
Espumante;13.886.440;2015;Comercializacao
Espumante Orgânico;-;2015;Comercializacao
SUCO DE UVAS;115.288.072;2015;Comercializacao
Suco Natural Integral;-;2015;Comercializacao
Suco Adoçado;-;2015;Comercializacao
Suco Reprocessado/reconstituido;-;2015;Comercializacao
Suco Orgânico;-;2015;Comercializacao
Outros sucos de uvas;-;2015;Comercializacao
SUCO DE UVAS CONCENTRADO;34.923.477;2015;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;31.922.948;2015;Comercializacao
Outros vinhos (sem informação detalhada);-;2015;Comercializacao
Agrin (fermentado, acetico misto);-;2015;Comercializacao
Aguardente de vinho 50°gl;5;2015;Comercializacao
Alcool vinico;-;2015;Comercializacao
Bagaceira (graspa);16.268;2015;Comercializacao
Base champenoise champanha;72.774;2015;Comercializacao
Base charmat champanha;117.404;2015;Comercializacao
Base espumante moscatel;77.054;2015;Comercializacao
Bebida de uva;2.801;2015;Comercializacao
Borra líquida;24.091;2015;Comercializacao
Borra seca;128.754;2015;Comercializacao
Brandy (conhaque);8.118;2015;Comercializacao
Cooler;3.297.202;2015;Comercializacao
Coquetel com vinho;611.787;2015;Comercializacao
Destilado de vinho;-;2015;Comercializacao
Filtrado doce;6.001.714;2015;Comercializacao
Jeropiga;58.860;2015;Comercializacao
Mistelas;1.144;2015;Comercializacao
Mosto concentrado;-;2015;Comercializacao
Mosto de uva;335.966;2015;Comercializacao
Mosto sulfitado;-;2015;Comercializacao
Nectar de uva;3.959.884;2015;Comercializacao
Outros produtos;660.042;2015;Comercializacao
Polpa de uva;2.500.025;2015;Comercializacao
Preparado líquido para refresco;160.245;2015;Comercializacao
Refrigerante +50% suco;-;2015;Comercializacao
Sangria;131.599;2015;Comercializacao
Vinagre balsamico;120.677;2015;Comercializacao
Vinagre duplo;1.164.527;2015;Comercializacao
Vinagre simples;8.188.031;2015;Comercializacao
Vinho acetificado;3.359.266;2015;Comercializacao
Vinho base para espumantes;-;2015;Comercializacao
Vinho composto;413.735;2015;Comercializacao
Vinho licoroso;510.975;2015;Comercializacao
Vinho leve;-;2015;Comercializacao
Vinho gaseificado;-;2015;Comercializacao
Total;432.208.500;2015;Comercializacao
VINHO DE MESA;166.769.622;2016;Comercializacao
Tinto;146.646.365;2016;Comercializacao
Rosado;1.391.942;2016;Comercializacao
Branco;18.731.315;2016;Comercializacao
VINHO FINO DE MESA;19.630.158;2016;Comercializacao
Tinto;15.228.514;2016;Comercializacao
Rosado;172.351;2016;Comercializacao
Branco;4.229.293;2016;Comercializacao
VINHO FRIZANTE;1.727.386;2016;Comercializacao
VINHO ORGÂNICO;-;2016;Comercializacao
VINHO ESPECIAL;331;2016;Comercializacao
Tinto;331;2016;Comercializacao
Rosado;-;2016;Comercializacao
Branco;-;2016;Comercializacao
ESPUMANTES;16.945.710;2016;Comercializacao
Espumante  Moscatel;4.507.467;2016;Comercializacao
Espumante;12.438.243;2016;Comercializacao
Espumante Orgânico;-;2016;Comercializacao
SUCO DE UVAS;92.290.851;2016;Comercializacao
Suco Natural Integral;-;2016;Comercializacao
Suco Adoçado;-;2016;Comercializacao
Suco Reprocessado/reconstituido;-;2016;Comercializacao
Suco Orgânico;-;2016;Comercializacao
Outros sucos de uvas;-;2016;Comercializacao
SUCO DE UVAS CONCENTRADO;28.859.784;2016;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;27.120.309;2016;Comercializacao
Outros vinhos (sem informação detalhada);-;2016;Comercializacao
Agrin (fermentado, acetico misto);-;2016;Comercializacao
Aguardente de vinho 50°gl;-;2016;Comercializacao
Alcool vinico;6.315;2016;Comercializacao
Bagaceira (graspa);9.301;2016;Comercializacao
Base champenoise champanha;74.805;2016;Comercializacao
Base charmat champanha;122.356;2016;Comercializacao
Base espumante moscatel;131.739;2016;Comercializacao
Bebida de uva;1.483;2016;Comercializacao
Borra líquida;15.000;2016;Comercializacao
Borra seca;57.292;2016;Comercializacao
Brandy (conhaque);8.253;2016;Comercializacao
Cooler;2.450.732;2016;Comercializacao
Coquetel com vinho;506.532;2016;Comercializacao
Destilado de vinho;6.700;2016;Comercializacao
Filtrado doce;4.225.414;2016;Comercializacao
Jeropiga;14.429;2016;Comercializacao
Mistelas;835;2016;Comercializacao
Mosto concentrado;-;2016;Comercializacao
Mosto de uva;9.458;2016;Comercializacao
Mosto sulfitado;-;2016;Comercializacao
Nectar de uva;3.288.046;2016;Comercializacao
Outros produtos;763.041;2016;Comercializacao
Polpa de uva;1.924.093;2016;Comercializacao
Preparado líquido para refresco;33.684;2016;Comercializacao
Refrigerante +50% suco;-;2016;Comercializacao
Sangria;77.070;2016;Comercializacao
Vinagre balsamico;101.991;2016;Comercializacao
Vinagre duplo;1.083.539;2016;Comercializacao
Vinagre simples;8.186.761;2016;Comercializacao
Vinho acetificado;3.097.566;2016;Comercializacao
Vinho base para espumantes;-;2016;Comercializacao
Vinho composto;377.685;2016;Comercializacao
Vinho licoroso;546.189;2016;Comercializacao
Vinho leve;-;2016;Comercializacao
Vinho gaseificado;-;2016;Comercializacao
Total;353.344.151;2016;Comercializacao
VINHO DE MESA;176.059.959;2017;Comercializacao
Tinto;154.309.442;2017;Comercializacao
Rosado;1.097.426;2017;Comercializacao
Branco;20.653.091;2017;Comercializacao
VINHO FINO DE MESA;15.874.354;2017;Comercializacao
Tinto;12.021.684;2017;Comercializacao
Rosado;182.080;2017;Comercializacao
Branco;3.670.590;2017;Comercializacao
VINHO FRIZANTE;1.586.985;2017;Comercializacao
VINHO ORGÂNICO;-;2017;Comercializacao
VINHO ESPECIAL;-;2017;Comercializacao
Tinto;-;2017;Comercializacao
Rosado;-;2017;Comercializacao
Branco;-;2017;Comercializacao
ESPUMANTES;17.583.283;2017;Comercializacao
Espumante  Moscatel;5.561.181;2017;Comercializacao
Espumante;12.022.102;2017;Comercializacao
Espumante Orgânico;-;2017;Comercializacao
SUCO DE UVAS;107.243.326;2017;Comercializacao
Suco Natural Integral;-;2017;Comercializacao
Suco Adoçado;-;2017;Comercializacao
Suco Reprocessado/reconstituido;-;2017;Comercializacao
Suco Orgânico;-;2017;Comercializacao
Outros sucos de uvas;-;2017;Comercializacao
SUCO DE UVAS CONCENTRADO;26.815.645;2017;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;28.027.052;2017;Comercializacao
Outros vinhos (sem informação detalhada);-;2017;Comercializacao
Agrin (fermentado, acetico misto);-;2017;Comercializacao
Aguardente de vinho 50°gl;-;2017;Comercializacao
Alcool vinico;49.662;2017;Comercializacao
Bagaceira (graspa);9.257;2017;Comercializacao
Base champenoise champanha;48.866;2017;Comercializacao
Base charmat champanha;298.836;2017;Comercializacao
Base espumante moscatel;139.070;2017;Comercializacao
Bebida de uva;10.297;2017;Comercializacao
Borra líquida;20.795;2017;Comercializacao
Borra seca;4.970;2017;Comercializacao
Brandy (conhaque);5.089;2017;Comercializacao
Cooler;2.471.612;2017;Comercializacao
Coquetel com vinho;418.433;2017;Comercializacao
Destilado de vinho;-;2017;Comercializacao
Filtrado doce;4.208.753;2017;Comercializacao
Jeropiga;508;2017;Comercializacao
Mistelas;1.194;2017;Comercializacao
Mosto concentrado;-;2017;Comercializacao
Mosto de uva;63.971;2017;Comercializacao
Mosto sulfitado;-;2017;Comercializacao
Nectar de uva;4.727.294;2017;Comercializacao
Outros produtos;1.082.923;2017;Comercializacao
Polpa de uva;1.876.212;2017;Comercializacao
Preparado líquido para refresco;30.519;2017;Comercializacao
Refrigerante +50% suco;-;2017;Comercializacao
Sangria;62.272;2017;Comercializacao
Vinagre balsamico;81.944;2017;Comercializacao
Vinagre duplo;975.992;2017;Comercializacao
Vinagre simples;7.686.691;2017;Comercializacao
Vinho acetificado;2.769.202;2017;Comercializacao
Vinho base para espumantes;-;2017;Comercializacao
Vinho composto;485.944;2017;Comercializacao
Vinho licoroso;496.746;2017;Comercializacao
Vinho leve;-;2017;Comercializacao
Vinho gaseificado;-;2017;Comercializacao
Total;373.190.604;2017;Comercializacao
VINHO DE MESA;177.186.273;2018;Comercializacao
Tinto;155.115.499;2018;Comercializacao
Rosado;1.972.944;2018;Comercializacao
Branco;20.097.830;2018;Comercializacao
VINHO FINO DE MESA;14.826.143;2018;Comercializacao
Tinto;11.150.517;2018;Comercializacao
Rosado;262.430;2018;Comercializacao
Branco;3.413.196;2018;Comercializacao
VINHO FRIZANTE;1.638.337;2018;Comercializacao
VINHO ORGÂNICO;-;2018;Comercializacao
VINHO ESPECIAL;-;2018;Comercializacao
Tinto;-;2018;Comercializacao
Rosado;-;2018;Comercializacao
Branco;-;2018;Comercializacao
ESPUMANTES;18.218.375;2018;Comercializacao
Espumante  Moscatel;6.526.075;2018;Comercializacao
Espumante;11.692.300;2018;Comercializacao
Espumante Orgânico;-;2018;Comercializacao
SUCO DE UVAS;140.472.108;2018;Comercializacao
Suco Natural Integral;-;2018;Comercializacao
Suco Adoçado;-;2018;Comercializacao
Suco Reprocessado/reconstituido;-;2018;Comercializacao
Suco Orgânico;-;2018;Comercializacao
Outros sucos de uvas;-;2018;Comercializacao
SUCO DE UVAS CONCENTRADO;23.572.263;2018;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;31.246.158;2018;Comercializacao
Outros vinhos (sem informação detalhada);3.734.763;2018;Comercializacao
Agrin (fermentado, acetico misto);-;2018;Comercializacao
Aguardente de vinho 50°gl;-;2018;Comercializacao
Alcool vinico;21.575;2018;Comercializacao
Bagaceira (graspa);6.929;2018;Comercializacao
Base champenoise champanha;74.941;2018;Comercializacao
Base charmat champanha;287.361;2018;Comercializacao
Base espumante moscatel;109.200;2018;Comercializacao
Bebida de uva;10.330;2018;Comercializacao
Borra líquida;11.600;2018;Comercializacao
Borra seca;721.280;2018;Comercializacao
Brandy (conhaque);4.652;2018;Comercializacao
Cooler;3.091.682;2018;Comercializacao
Coquetel com vinho;349.836;2018;Comercializacao
Destilado de vinho;82;2018;Comercializacao
Filtrado doce;3.867.645;2018;Comercializacao
Jeropiga;173;2018;Comercializacao
Mistelas;1.902;2018;Comercializacao
Mosto concentrado;-;2018;Comercializacao
Mosto de uva;715.708;2018;Comercializacao
Mosto sulfitado;-;2018;Comercializacao
Nectar de uva;3.517.417;2018;Comercializacao
Outros produtos;1.773.526;2018;Comercializacao
Polpa de uva;1.853.162;2018;Comercializacao
Preparado líquido para refresco;76.888;2018;Comercializacao
Refrigerante +50% suco;40.574;2018;Comercializacao
Sangria;58.498;2018;Comercializacao
Vinagre balsamico;133.714;2018;Comercializacao
Vinagre duplo;888.589;2018;Comercializacao
Vinagre simples;6.994.467;2018;Comercializacao
Vinho acetificado;2.158.993;2018;Comercializacao
Vinho base para espumantes;-;2018;Comercializacao
Vinho composto;249.165;2018;Comercializacao
Vinho licoroso;491.165;2018;Comercializacao
Vinho leve;198;2018;Comercializacao
Vinho gaseificado;143;2018;Comercializacao
Total;407.159.657;2018;Comercializacao
VINHO DE MESA;180.446.489;2019;Comercializacao
Tinto;158.519.218;2019;Comercializacao
Rosado;1.265.435;2019;Comercializacao
Branco;20.661.836;2019;Comercializacao
VINHO FINO DE MESA;15.684.588;2019;Comercializacao
Tinto;11.433.702;2019;Comercializacao
Rosado;503.524;2019;Comercializacao
Branco;3.747.362;2019;Comercializacao
VINHO FRIZANTE;1.826.433;2019;Comercializacao
VINHO ORGÂNICO;2.554;2019;Comercializacao
VINHO ESPECIAL;-;2019;Comercializacao
Tinto;-;2019;Comercializacao
Rosado;-;2019;Comercializacao
Branco;-;2019;Comercializacao
ESPUMANTES;22.759.859;2019;Comercializacao
Espumante  Moscatel;8.997.187;2019;Comercializacao
Espumante;13.762.361;2019;Comercializacao
Espumante Orgânico;311;2019;Comercializacao
SUCO DE UVAS;147.907.617;2019;Comercializacao
Suco Natural Integral;131.628.685;2019;Comercializacao
Suco Adoçado;-;2019;Comercializacao
Suco Reprocessado/reconstituido;7.759.932;2019;Comercializacao
Suco Orgânico;416.849;2019;Comercializacao
Outros sucos de uvas;8.102.151;2019;Comercializacao
SUCO DE UVAS CONCENTRADO;28.721.470;2019;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;34.794.651;2019;Comercializacao
Outros vinhos (sem informação detalhada);310.886;2019;Comercializacao
Agrin (fermentado, acetico misto);-;2019;Comercializacao
Aguardente de vinho 50°gl;-;2019;Comercializacao
Alcool vinico;-;2019;Comercializacao
Bagaceira (graspa);8.746;2019;Comercializacao
Base champenoise champanha;65.692;2019;Comercializacao
Base charmat champanha;271.714;2019;Comercializacao
Base espumante moscatel;115.468;2019;Comercializacao
Bebida de uva;498.512;2019;Comercializacao
Borra líquida;17.398;2019;Comercializacao
Borra seca;153.770;2019;Comercializacao
Brandy (conhaque);5.015;2019;Comercializacao
Cooler;3.782.516;2019;Comercializacao
Coquetel com vinho;269.701;2019;Comercializacao
Destilado de vinho;309;2019;Comercializacao
Filtrado doce;4.076.204;2019;Comercializacao
Jeropiga;-;2019;Comercializacao
Mistelas;3.765;2019;Comercializacao
Mosto concentrado;-;2019;Comercializacao
Mosto de uva;5.736.852;2019;Comercializacao
Mosto sulfitado;94.000;2019;Comercializacao
Nectar de uva;4.006.608;2019;Comercializacao
Outros produtos;2.294.581;2019;Comercializacao
Polpa de uva;1.838.395;2019;Comercializacao
Preparado líquido para refresco;52.567;2019;Comercializacao
Refrigerante +50% suco;110.648;2019;Comercializacao
Sangria;67.279;2019;Comercializacao
Vinagre balsamico;211.653;2019;Comercializacao
Vinagre duplo;1.130.092;2019;Comercializacao
Vinagre simples;6.246.945;2019;Comercializacao
Vinho acetificado;2.592.380;2019;Comercializacao
Vinho base para espumantes;-;2019;Comercializacao
Vinho composto;366.549;2019;Comercializacao
Vinho licoroso;465.964;2019;Comercializacao
Vinho leve;306;2019;Comercializacao
Vinho gaseificado;136;2019;Comercializacao
Total;432.143.661;2019;Comercializacao
VINHO DE MESA;215.557.931;2020;Comercializacao
Tinto;189.573.423;2020;Comercializacao
Rosado;1.394.901;2020;Comercializacao
Branco;24.589.607;2020;Comercializacao
VINHO FINO DE MESA;24.310.834;2020;Comercializacao
Tinto;18.202.453;2020;Comercializacao
Rosado;993.248;2020;Comercializacao
Branco;5.115.133;2020;Comercializacao
VINHO FRIZANTE;2.557.585;2020;Comercializacao
VINHO ORGÂNICO;10.718;2020;Comercializacao
VINHO ESPECIAL;-;2020;Comercializacao
Tinto;-;2020;Comercializacao
Rosado;-;2020;Comercializacao
Branco;-;2020;Comercializacao
ESPUMANTES;22.610.762;2020;Comercializacao
Espumante  Moscatel;9.298.571;2020;Comercializacao
Espumante;13.311.450;2020;Comercializacao
Espumante Orgânico;742;2020;Comercializacao
SUCO DE UVAS;144.889.668;2020;Comercializacao
Suco Natural Integral;114.453.657;2020;Comercializacao
Suco Adoçado;-;2020;Comercializacao
Suco Reprocessado/reconstituido;22.066.742;2020;Comercializacao
Suco Orgânico;553.391;2020;Comercializacao
Outros sucos de uvas;7.815.879;2020;Comercializacao
SUCO DE UVAS CONCENTRADO;22.422.414;2020;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;26.547.242;2020;Comercializacao
Outros vinhos (sem informação detalhada);192.057;2020;Comercializacao
Agrin (fermentado, acetico misto);-;2020;Comercializacao
Aguardente de vinho 50°gl;866;2020;Comercializacao
Alcool vinico;6.640;2020;Comercializacao
Bagaceira (graspa);7.610;2020;Comercializacao
Base champenoise champanha;8.772;2020;Comercializacao
Base charmat champanha;123;2020;Comercializacao
Base espumante moscatel;23.703;2020;Comercializacao
Bebida de uva;354.511;2020;Comercializacao
Borra líquida;22.975;2020;Comercializacao
Borra seca;146.260;2020;Comercializacao
Brandy (conhaque);7.966;2020;Comercializacao
Cooler;6.260.381;2020;Comercializacao
Coquetel com vinho;205.664;2020;Comercializacao
Destilado de vinho;200;2020;Comercializacao
Filtrado doce;2.415.338;2020;Comercializacao
Jeropiga;1.267;2020;Comercializacao
Mistelas;1.201;2020;Comercializacao
Mosto concentrado;-;2020;Comercializacao
Mosto de uva;48.044;2020;Comercializacao
Mosto sulfitado;-;2020;Comercializacao
Nectar de uva;3.319.597;2020;Comercializacao
Outros produtos;2.543.754;2020;Comercializacao
Polpa de uva;1.129.453;2020;Comercializacao
Preparado líquido para refresco;11.366;2020;Comercializacao
Refrigerante +50% suco;144.945;2020;Comercializacao
Sangria;11.017;2020;Comercializacao
Vinagre balsamico;248.771;2020;Comercializacao
Vinagre duplo;1.075.579;2020;Comercializacao
Vinagre simples;6.049.584;2020;Comercializacao
Vinho acetificado;1.879.227;2020;Comercializacao
Vinho base para espumantes;-;2020;Comercializacao
Vinho composto;63.625;2020;Comercializacao
Vinho licoroso;362.340;2020;Comercializacao
Vinho leve;396;2020;Comercializacao
Vinho gaseificado;4.012;2020;Comercializacao
Total;458.907.154;2020;Comercializacao
VINHO DE MESA;210.012.238;2021;Comercializacao
Tinto;185.653.678;2021;Comercializacao
Rosado;1.931.606;2021;Comercializacao
Branco;22.426.954;2021;Comercializacao
VINHO FINO DE MESA;27.080.445;2021;Comercializacao
Tinto;19.337.862;2021;Comercializacao
Rosado;1.603.537;2021;Comercializacao
Branco;6.139.046;2021;Comercializacao
VINHO FRIZANTE;3.696.762;2021;Comercializacao
VINHO ORGÂNICO;18.686;2021;Comercializacao
VINHO ESPECIAL;-;2021;Comercializacao
Tinto;-;2021;Comercializacao
Rosado;-;2021;Comercializacao
Branco;-;2021;Comercializacao
ESPUMANTES;31.242.697;2021;Comercializacao
Espumante  Moscatel;12.240.059;2021;Comercializacao
Espumante;19.001.999;2021;Comercializacao
Espumante Orgânico;639;2021;Comercializacao
SUCO DE UVAS;147.753.321;2021;Comercializacao
Suco Natural Integral;115.173.833;2021;Comercializacao
Suco Adoçado;-;2021;Comercializacao
Suco Reprocessado/reconstituido;26.136.089;2021;Comercializacao
Suco Orgânico;902.299;2021;Comercializacao
Outros sucos de uvas;5.541.100;2021;Comercializacao
SUCO DE UVAS CONCENTRADO;26.730.942;2021;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;26.657.930;2021;Comercializacao
Outros vinhos (sem informação detalhada);17.618;2021;Comercializacao
Agrin (fermentado, acetico misto);-;2021;Comercializacao
Aguardente de vinho 50°gl;-;2021;Comercializacao
Alcool vinico;-;2021;Comercializacao
Bagaceira (graspa);7.676;2021;Comercializacao
Base champenoise champanha;9.580;2021;Comercializacao
Base charmat champanha;4.230;2021;Comercializacao
Base espumante moscatel;49.734;2021;Comercializacao
Bebida de uva;324.298;2021;Comercializacao
Borra líquida;935;2021;Comercializacao
Borra seca;414.100;2021;Comercializacao
Brandy (conhaque);7.311;2021;Comercializacao
Cooler;6.107.943;2021;Comercializacao
Coquetel com vinho;244.184;2021;Comercializacao
Destilado de vinho;175;2021;Comercializacao
Filtrado doce;2.430.821;2021;Comercializacao
Jeropiga;1.763;2021;Comercializacao
Mistelas;9.075;2021;Comercializacao
Mosto concentrado;-;2021;Comercializacao
Mosto de uva;803.171;2021;Comercializacao
Mosto sulfitado;-;2021;Comercializacao
Nectar de uva;4.021.229;2021;Comercializacao
Outros produtos;2.105.686;2021;Comercializacao
Polpa de uva;1.002.033;2021;Comercializacao
Preparado líquido para refresco;23.455;2021;Comercializacao
Refrigerante +50% suco;175.954;2021;Comercializacao
Sangria;17.222;2021;Comercializacao
Vinagre balsamico;332.217;2021;Comercializacao
Vinagre duplo;795.060;2021;Comercializacao
Vinagre simples;5.647.166;2021;Comercializacao
Vinho acetificado;1.448.086;2021;Comercializacao
Vinho base para espumantes;-;2021;Comercializacao
Vinho composto;227.116;2021;Comercializacao
Vinho licoroso;376.597;2021;Comercializacao
Vinho leve;-;2021;Comercializacao
Vinho gaseificado;53.495;2021;Comercializacao
Total;473.193.021;2021;Comercializacao
VINHO DE MESA;187.939.996;2022;Comercializacao
Tinto;165.067.340;2022;Comercializacao
Rosado;2.213.723;2022;Comercializacao
Branco;20.658.933;2022;Comercializacao
VINHO FINO DE MESA;21.533.487;2022;Comercializacao
Tinto;15.258.778;2022;Comercializacao
Rosado;1.318.396;2022;Comercializacao
Branco;4.956.314;2022;Comercializacao
VINHO FRIZANTE;2.875.864;2022;Comercializacao
VINHO ORGÂNICO;14.947;2022;Comercializacao
VINHO ESPECIAL;-;2022;Comercializacao
Tinto;-;2022;Comercializacao
Rosado;-;2022;Comercializacao
Branco;-;2022;Comercializacao
ESPUMANTES;29.525.942;2022;Comercializacao
Espumante  Moscatel;12.204.315;2022;Comercializacao
Espumante;17.321.031;2022;Comercializacao
Espumante Orgânico;597;2022;Comercializacao
SUCO DE UVAS;157.125.036;2022;Comercializacao
Suco Natural Integral;115.394.795;2022;Comercializacao
Suco Adoçado;-;2022;Comercializacao
Suco Reprocessado/reconstituido;35.139.154;2022;Comercializacao
Suco Orgânico;1.002.685;2022;Comercializacao
Outros sucos de uvas;5.588.403;2022;Comercializacao
SUCO DE UVAS CONCENTRADO;33.632.834;2022;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;31.704.382;2022;Comercializacao
Outros vinhos (sem informação detalhada);8.812;2022;Comercializacao
Agrin (fermentado, acetico misto);-;2022;Comercializacao
Aguardente de vinho 50°gl;-;2022;Comercializacao
Alcool vinico;-;2022;Comercializacao
Bagaceira (graspa);5.594;2022;Comercializacao
Base champenoise champanha;60.958;2022;Comercializacao
Base charmat champanha;226.901;2022;Comercializacao
Base espumante moscatel;720.603;2022;Comercializacao
Bebida de uva;139.943;2022;Comercializacao
Borra líquida;49.840;2022;Comercializacao
Borra seca;122.525;2022;Comercializacao
Brandy (conhaque);4.407;2022;Comercializacao
Cooler;4.505.384;2022;Comercializacao
Coquetel com vinho;292.420;2022;Comercializacao
Destilado de vinho;33;2022;Comercializacao
Filtrado doce;2.339.403;2022;Comercializacao
Jeropiga;1.392;2022;Comercializacao
Mistelas;4.080;2022;Comercializacao
Mosto concentrado;-;2022;Comercializacao
Mosto de uva;1.579.638;2022;Comercializacao
Mosto sulfitado;-;2022;Comercializacao
Nectar de uva;4.719.055;2022;Comercializacao
