Cultivar;Quantidade (Kg);Year;Category;Subcategory
Tinta Madeira;-;1983;Processamento;Viniferas
Tintoria;-;1983;Processamento;Viniferas
Trincdeira;-;1983;Processamento;Viniferas
Trousseau;-;1983;Processamento;Viniferas
Zinfandel;-;1983;Processamento;Viniferas
Outras1;-;1983;Processamento;Viniferas
BRANCAS E ROSADAS;32.040.687;1983;Processamento;Viniferas
Aliatico;-;1983;Processamento;Viniferas
Aligote;756;1983;Processamento;Viniferas
Altesse;12.938;1983;Processamento;Viniferas
Alvarinho;-;1983;Processamento;Viniferas
Arriloba;-;1983;Processamento;Viniferas
Auxerrois;-;1983;Processamento;Viniferas
Burger;-;1983;Processamento;Viniferas
Chardonnay;12.370;1983;Processamento;Viniferas
Chasselas;34.988;1983;Processamento;Viniferas
Chenin Blanc;14.681;1983;Processamento;Viniferas
Clairette(1);5.834;1983;Processamento;Viniferas
Colombard;-;1983;Processamento;Viniferas
Flora;28.568;1983;Processamento;Viniferas
Garganega;-;1983;Processamento;Viniferas
Gewurztraminer;2.438;1983;Processamento;Viniferas
Gouveio;-;1983;Processamento;Viniferas
Gros Manseng;-;1983;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;1983;Processamento;Viniferas
Maccabeo;-;1983;Processamento;Viniferas
Malvasia;1.526.008;1983;Processamento;Viniferas
Malvasia Amarela;-;1983;Processamento;Viniferas
Malvasia Bianca;-;1983;Processamento;Viniferas
Malvasia Chianti;-;1983;Processamento;Viniferas
Malvasia Verde;-;1983;Processamento;Viniferas
Malvasia di Candia;-;1983;Processamento;Viniferas
Malvasia Istriana;-;1983;Processamento;Viniferas
Mistura de uvas viníferas branco;-;1983;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;1983;Processamento;Viniferas
Moscato Branco;9.067.746;1983;Processamento;Viniferas
Moscato Canelli;-;1983;Processamento;Viniferas
Moscato Giallo;-;1983;Processamento;Viniferas
Moscato Nazareno;-;1983;Processamento;Viniferas
Moscato Bianco R2;-;1983;Processamento;Viniferas
Moscato de Alexandria;-;1983;Processamento;Viniferas
Moscato Rosado;-;1983;Processamento;Viniferas
Muscat à Petits Grains;-;1983;Processamento;Viniferas
Muller Thurgau;-;1983;Processamento;Viniferas
Muscadelle;-;1983;Processamento;Viniferas
Ora;-;1983;Processamento;Viniferas
Palomino;7.328;1983;Processamento;Viniferas
Petit Manseng;-;1983;Processamento;Viniferas
Peverella;1.375.905;1983;Processamento;Viniferas
Pinot Blanc;9.076;1983;Processamento;Viniferas
Pinot Gris;-;1983;Processamento;Viniferas
Prosecco;8.211;1983;Processamento;Viniferas
Red Veltliner;1.499;1983;Processamento;Viniferas
Riesling Italico;3.402.460;1983;Processamento;Viniferas
Riesling Renano;-;1983;Processamento;Viniferas
Sauvignon Blanc(2);109.219;1983;Processamento;Viniferas
Sauvignon Gris;-;1983;Processamento;Viniferas
Seara Nova;165;1983;Processamento;Viniferas
Semillon;2.868.842;1983;Processamento;Viniferas
Schonburger;-;1983;Processamento;Viniferas
Sylvaner;34.377;1983;Processamento;Viniferas
Tocai Friulano;-;1983;Processamento;Viniferas
Trebbiano;13.105.231;1983;Processamento;Viniferas
Trebbiano Toscano;-;1983;Processamento;Viniferas
Verdea;1.315;1983;Processamento;Viniferas
Verdelho;-;1983;Processamento;Viniferas
Verdiso;9.251;1983;Processamento;Viniferas
Vermentino;17.866;1983;Processamento;Viniferas
Vernaccia;383.615;1983;Processamento;Viniferas
Viogner;-;1983;Processamento;Viniferas
Viognier;-;1983;Processamento;Viniferas
Outras(3);-;1983;Processamento;Viniferas
Total;54.209.152;1983;Processamento;Viniferas
TINTAS;170.165.573;1983;Processamento;Americanas_e_hibridas
Bacarina;46.640;1983;Processamento;Americanas_e_hibridas
Bailey;-;1983;Processamento;Americanas_e_hibridas
Bordo;14.872.674;1983;Processamento;Americanas_e_hibridas
Bourdin (S);-;1983;Processamento;Americanas_e_hibridas
BRS Carmen;-;1983;Processamento;Americanas_e_hibridas
BRS Cora;-;1983;Processamento;Americanas_e_hibridas
BRS Magna;-;1983;Processamento;Americanas_e_hibridas
BRS Margot;-;1983;Processamento;Americanas_e_hibridas
BRS Morena;-;1983;Processamento;Americanas_e_hibridas
BRS Núbia;-;1983;Processamento;Americanas_e_hibridas
BRS Rúbea;-;1983;Processamento;Americanas_e_hibridas
BRS Violeta;-;1983;Processamento;Americanas_e_hibridas
BRS Vitória;-;1983;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;1983;Processamento;Americanas_e_hibridas
Coleções;-;1983;Processamento;Americanas_e_hibridas
Concord;6.864.134;1983;Processamento;Americanas_e_hibridas
Concord clone 30;-;1983;Processamento;Americanas_e_hibridas
Couderc;4.643.069;1983;Processamento;Americanas_e_hibridas
Cynthiana(1);172.523;1983;Processamento;Americanas_e_hibridas
Herbemont;26.085.982;1983;Processamento;Americanas_e_hibridas
IAC 138022;-;1983;Processamento;Americanas_e_hibridas
Isabel;108.170.744;1983;Processamento;Americanas_e_hibridas
Isabel Precoce;-;1983;Processamento;Americanas_e_hibridas
Jacquez;427.037;1983;Processamento;Americanas_e_hibridas
Kyoko;-;1983;Processamento;Americanas_e_hibridas
Landot;10.195;1983;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;1983;Processamento;Americanas_e_hibridas
Oberlin;767;1983;Processamento;Americanas_e_hibridas
Othello;10.513;1983;Processamento;Americanas_e_hibridas
Paco;-;1983;Processamento;Americanas_e_hibridas
Patricia;-;1983;Processamento;Americanas_e_hibridas
Seibel;8.861.295;1983;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);-;1983;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);-;1983;Processamento;Americanas_e_hibridas
Vênus;-;1983;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;9.046.967;1983;Processamento;Americanas_e_hibridas
Baco;-;1983;Processamento;Americanas_e_hibridas
Bokay;-;1983;Processamento;Americanas_e_hibridas
BRS Bibiana;-;1983;Processamento;Americanas_e_hibridas
BRS Clara;-;1983;Processamento;Americanas_e_hibridas
BRS Lorena;-;1983;Processamento;Americanas_e_hibridas
Couderc 13;322.338;1983;Processamento;Americanas_e_hibridas
Delaware;-;1983;Processamento;Americanas_e_hibridas
Dona Zillá;-;1983;Processamento;Americanas_e_hibridas
Dut Chess;-;1983;Processamento;Americanas_e_hibridas
Goethe;130.894;1983;Processamento;Americanas_e_hibridas
IAC;-;1983;Processamento;Americanas_e_hibridas
Juliana;-;1983;Processamento;Americanas_e_hibridas
Martha;1.920;1983;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;1983;Processamento;Americanas_e_hibridas
Moscato Embrapa;-;1983;Processamento;Americanas_e_hibridas
Niagara;4.496.756;1983;Processamento;Americanas_e_hibridas
Niagara Branca;-;1983;Processamento;Americanas_e_hibridas
Niagara Rosada;-;1983;Processamento;Americanas_e_hibridas
Poloske;-;1983;Processamento;Americanas_e_hibridas
Seleções;-;1983;Processamento;Americanas_e_hibridas
Seyve Villard;4.095.059;1983;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1983;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;1983;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1983;Processamento;Americanas_e_hibridas
Outras(2);-;1983;Processamento;Americanas_e_hibridas
Total;179.212.540;1983;Processamento;Americanas_e_hibridas
TINTAS;8.154;1983;Processamento;Uvas_de_mesa
Alphonse Lavallee;2.989;1983;Processamento;Uvas_de_mesa
Moscato de Hamburgo;5.165;1983;Processamento;Uvas_de_mesa
BRANCAS;19.074;1983;Processamento;Uvas_de_mesa
Cardinal;-;1983;Processamento;Uvas_de_mesa
Golden Queen;-;1983;Processamento;Uvas_de_mesa
Patrícia;-;1983;Processamento;Uvas_de_mesa
Perlona;4.948;1983;Processamento;Uvas_de_mesa
Italia;14.126;1983;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;1983;Processamento;Uvas_de_mesa
Total;27.228;1983;Processamento;Uvas_de_mesa
;21.742;1983;Processamento;Sem_classificacao
;21.742;1983;Processamento;Sem_classificacao
TINTAS;22.290.855;1984;Processamento;Viniferas
Alicante Bouschet;3.226;1984;Processamento;Viniferas
Ancelota;-;1984;Processamento;Viniferas
Aramon;-;1984;Processamento;Viniferas
Alfrocheiro;-;1984;Processamento;Viniferas
Arinarnoa;-;1984;Processamento;Viniferas
Aspirant Bouschet;-;1984;Processamento;Viniferas
Barbera;5.947.760;1984;Processamento;Viniferas
Bonarda;1.164.038;1984;Processamento;Viniferas
Cabernet Franc;7.286.708;1984;Processamento;Viniferas
Cabernet Sauvignon;46.979;1984;Processamento;Viniferas
Caladoc;-;1984;Processamento;Viniferas
Campanario;910;1984;Processamento;Viniferas
Canaiolo;345.227;1984;Processamento;Viniferas
Carignan;546;1984;Processamento;Viniferas
Carmenere;123.660;1984;Processamento;Viniferas
Castelão;-;1984;Processamento;Viniferas
Corvina;-;1984;Processamento;Viniferas
Croatina;-;1984;Processamento;Viniferas
Cinsaut;13.522;1984;Processamento;Viniferas
Dom Felder;-;1984;Processamento;Viniferas
Dolcetto;-;1984;Processamento;Viniferas
Durif;-;1984;Processamento;Viniferas
Egiodola;-;1984;Processamento;Viniferas
Ekigaina;-;1984;Processamento;Viniferas
Festival (Sugraone);-;1984;Processamento;Viniferas
Franconia;-;1984;Processamento;Viniferas
Freisa;-;1984;Processamento;Viniferas
Gamay St Romain;519.843;1984;Processamento;Viniferas
Gamay Beaujolais;-;1984;Processamento;Viniferas
Grand Noir;-;1984;Processamento;Viniferas
Grenache;16.473;1984;Processamento;Viniferas
Jaen;-;1984;Processamento;Viniferas
Lagrein;-;1984;Processamento;Viniferas
Lambrusco;28.317;1984;Processamento;Viniferas
Malbec;22.839;1984;Processamento;Viniferas
Marzemina;231.695;1984;Processamento;Viniferas
Merlot;4.939.522;1984;Processamento;Viniferas
Marselan;-;1984;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;1984;Processamento;Viniferas
Molinera;-;1984;Processamento;Viniferas
Montepulciano;-;1984;Processamento;Viniferas
Moscato Bailey;-;1984;Processamento;Viniferas
Napa Gamay;107.495;1984;Processamento;Viniferas
Nebbiolo;-;1984;Processamento;Viniferas
Petit Verdot;-;1984;Processamento;Viniferas
Petite Sirah;33.693;1984;Processamento;Viniferas
Pinotage;5.861;1984;Processamento;Viniferas
Pinot Noir;37.268;1984;Processamento;Viniferas
Pinot Saint George;-;1984;Processamento;Viniferas
Piriquita;-;1984;Processamento;Viniferas
Primitivo;-;1984;Processamento;Viniferas
Rebo;-;1984;Processamento;Viniferas
Refosco;-;1984;Processamento;Viniferas
Rondinella;-;1984;Processamento;Viniferas
Ruby Cabernet;204;1984;Processamento;Viniferas
Sangiovese;173.005;1984;Processamento;Viniferas
Saperavi;-;1984;Processamento;Viniferas
Sira (falsa);1.176.744;1984;Processamento;Viniferas
Tannat;65.320;1984;Processamento;Viniferas
Tempranillo;-;1984;Processamento;Viniferas
Teroldego;-;1984;Processamento;Viniferas
Torrontes;-;1984;Processamento;Viniferas
Tinta Barroca;-;1984;Processamento;Viniferas
Tinta Roriz;-;1984;Processamento;Viniferas
Touriga Francesa;-;1984;Processamento;Viniferas
Touriga Nacional;-;1984;Processamento;Viniferas
Tinta Madeira;-;1984;Processamento;Viniferas
Tintoria;-;1984;Processamento;Viniferas
Trincdeira;-;1984;Processamento;Viniferas
Trousseau;-;1984;Processamento;Viniferas
Zinfandel;-;1984;Processamento;Viniferas
Outras1;-;1984;Processamento;Viniferas
BRANCAS E ROSADAS;41.615.070;1984;Processamento;Viniferas
Aliatico;-;1984;Processamento;Viniferas
Aligote;938;1984;Processamento;Viniferas
Altesse;15.903;1984;Processamento;Viniferas
Alvarinho;-;1984;Processamento;Viniferas
Arriloba;-;1984;Processamento;Viniferas
Auxerrois;-;1984;Processamento;Viniferas
Burger;-;1984;Processamento;Viniferas
Chardonnay;17.191;1984;Processamento;Viniferas
Chasselas;48.466;1984;Processamento;Viniferas
Chenin Blanc;14.678;1984;Processamento;Viniferas
Clairette(1);11.168;1984;Processamento;Viniferas
Colombard;-;1984;Processamento;Viniferas
Flora;28.570;1984;Processamento;Viniferas
Garganega;-;1984;Processamento;Viniferas
Gewurztraminer;8.573;1984;Processamento;Viniferas
Gouveio;-;1984;Processamento;Viniferas
Gros Manseng;-;1984;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;1984;Processamento;Viniferas
Maccabeo;-;1984;Processamento;Viniferas
Malvasia;1.886.676;1984;Processamento;Viniferas
Malvasia Amarela;-;1984;Processamento;Viniferas
Malvasia Bianca;-;1984;Processamento;Viniferas
Malvasia Chianti;-;1984;Processamento;Viniferas
Malvasia Verde;-;1984;Processamento;Viniferas
Malvasia di Candia;7.318;1984;Processamento;Viniferas
Malvasia Istriana;-;1984;Processamento;Viniferas
Mistura de uvas viníferas branco;-;1984;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;1984;Processamento;Viniferas
Moscato Branco;11.156.471;1984;Processamento;Viniferas
Moscato Canelli;-;1984;Processamento;Viniferas
Moscato Giallo;-;1984;Processamento;Viniferas
Moscato Nazareno;-;1984;Processamento;Viniferas
Moscato Bianco R2;-;1984;Processamento;Viniferas
Moscato de Alexandria;-;1984;Processamento;Viniferas
Moscato Rosado;-;1984;Processamento;Viniferas
Muscat à Petits Grains;-;1984;Processamento;Viniferas
Muller Thurgau;-;1984;Processamento;Viniferas
Muscadelle;-;1984;Processamento;Viniferas
Ora;-;1984;Processamento;Viniferas
Palomino;19.500;1984;Processamento;Viniferas
Petit Manseng;-;1984;Processamento;Viniferas
Peverella;1.288.629;1984;Processamento;Viniferas
Pinot Blanc;15.611;1984;Processamento;Viniferas
Pinot Gris;-;1984;Processamento;Viniferas
Prosecco;9.327;1984;Processamento;Viniferas
Red Veltliner;2.440;1984;Processamento;Viniferas
Riesling Italico;4.557.416;1984;Processamento;Viniferas
Riesling Renano;5.224;1984;Processamento;Viniferas
Sauvignon Blanc(2);65.207;1984;Processamento;Viniferas
Sauvignon Gris;-;1984;Processamento;Viniferas
Seara Nova;425;1984;Processamento;Viniferas
Semillon;3.930.216;1984;Processamento;Viniferas
Schonburger;-;1984;Processamento;Viniferas
Sylvaner;41.038;1984;Processamento;Viniferas
Tocai Friulano;-;1984;Processamento;Viniferas
Trebbiano;17.582.216;1984;Processamento;Viniferas
Trebbiano Toscano;-;1984;Processamento;Viniferas
Verdea;-;1984;Processamento;Viniferas
Verdelho;-;1984;Processamento;Viniferas
Verdiso;46.048;1984;Processamento;Viniferas
Vermentino;29.380;1984;Processamento;Viniferas
Vernaccia;826.441;1984;Processamento;Viniferas
Viogner;-;1984;Processamento;Viniferas
Viognier;-;1984;Processamento;Viniferas
Outras(3);-;1984;Processamento;Viniferas
Total;63.905.925;1984;Processamento;Viniferas
TINTAS;261.019.229;1984;Processamento;Americanas_e_hibridas
Bacarina;46.767;1984;Processamento;Americanas_e_hibridas
Bailey;-;1984;Processamento;Americanas_e_hibridas
Bordo;22.146.292;1984;Processamento;Americanas_e_hibridas
Bourdin (S);-;1984;Processamento;Americanas_e_hibridas
BRS Carmen;-;1984;Processamento;Americanas_e_hibridas
BRS Cora;-;1984;Processamento;Americanas_e_hibridas
BRS Magna;-;1984;Processamento;Americanas_e_hibridas
BRS Margot;-;1984;Processamento;Americanas_e_hibridas
BRS Morena;-;1984;Processamento;Americanas_e_hibridas
BRS Núbia;-;1984;Processamento;Americanas_e_hibridas
BRS Rúbea;-;1984;Processamento;Americanas_e_hibridas
BRS Violeta;-;1984;Processamento;Americanas_e_hibridas
BRS Vitória;-;1984;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;1984;Processamento;Americanas_e_hibridas
Coleções;-;1984;Processamento;Americanas_e_hibridas
Concord;8.550.370;1984;Processamento;Americanas_e_hibridas
Concord clone 30;-;1984;Processamento;Americanas_e_hibridas
Couderc;5.544.207;1984;Processamento;Americanas_e_hibridas
Cynthiana(1);553.285;1984;Processamento;Americanas_e_hibridas
Herbemont;44.313.715;1984;Processamento;Americanas_e_hibridas
IAC 138022;-;1984;Processamento;Americanas_e_hibridas
Isabel;166.802.020;1984;Processamento;Americanas_e_hibridas
Isabel Precoce;-;1984;Processamento;Americanas_e_hibridas
Jacquez;807.228;1984;Processamento;Americanas_e_hibridas
Kyoko;-;1984;Processamento;Americanas_e_hibridas
Landot;8.774;1984;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;1984;Processamento;Americanas_e_hibridas
Oberlin;-;1984;Processamento;Americanas_e_hibridas
Othello;-;1984;Processamento;Americanas_e_hibridas
Paco;-;1984;Processamento;Americanas_e_hibridas
Patricia;-;1984;Processamento;Americanas_e_hibridas
Seibel;12.246.571;1984;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);-;1984;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);-;1984;Processamento;Americanas_e_hibridas
Vênus;-;1984;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;14.368.810;1984;Processamento;Americanas_e_hibridas
Baco;-;1984;Processamento;Americanas_e_hibridas
Bokay;-;1984;Processamento;Americanas_e_hibridas
BRS Bibiana;-;1984;Processamento;Americanas_e_hibridas
BRS Clara;-;1984;Processamento;Americanas_e_hibridas
BRS Lorena;-;1984;Processamento;Americanas_e_hibridas
Couderc 13;589.380;1984;Processamento;Americanas_e_hibridas
Delaware;-;1984;Processamento;Americanas_e_hibridas
Dona Zillá;-;1984;Processamento;Americanas_e_hibridas
Dut Chess;-;1984;Processamento;Americanas_e_hibridas
Goethe;169.402;1984;Processamento;Americanas_e_hibridas
IAC;-;1984;Processamento;Americanas_e_hibridas
Juliana;-;1984;Processamento;Americanas_e_hibridas
Martha;16.321;1984;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;1984;Processamento;Americanas_e_hibridas
Moscato Embrapa;-;1984;Processamento;Americanas_e_hibridas
Niagara;8.308.736;1984;Processamento;Americanas_e_hibridas
Niagara Branca;-;1984;Processamento;Americanas_e_hibridas
Niagara Rosada;-;1984;Processamento;Americanas_e_hibridas
Poloske;-;1984;Processamento;Americanas_e_hibridas
Seleções;-;1984;Processamento;Americanas_e_hibridas
Seyve Villard;5.284.971;1984;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1984;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;1984;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1984;Processamento;Americanas_e_hibridas
Outras(2);-;1984;Processamento;Americanas_e_hibridas
Total;275.388.039;1984;Processamento;Americanas_e_hibridas
TINTAS;5.970;1984;Processamento;Uvas_de_mesa
Alphonse Lavallee;4.380;1984;Processamento;Uvas_de_mesa
Moscato de Hamburgo;1.590;1984;Processamento;Uvas_de_mesa
BRANCAS;14.225;1984;Processamento;Uvas_de_mesa
Cardinal;-;1984;Processamento;Uvas_de_mesa
Golden Queen;1.545;1984;Processamento;Uvas_de_mesa
Patrícia;-;1984;Processamento;Uvas_de_mesa
Perlona;10.735;1984;Processamento;Uvas_de_mesa
Italia;1.945;1984;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;1984;Processamento;Uvas_de_mesa
Total;20.195;1984;Processamento;Uvas_de_mesa
;99.929;1984;Processamento;Sem_classificacao
;99.929;1984;Processamento;Sem_classificacao
TINTAS;30.195.343;1985;Processamento;Viniferas
Alicante Bouschet;6.807;1985;Processamento;Viniferas
Ancelota;-;1985;Processamento;Viniferas
Aramon;37.384;1985;Processamento;Viniferas
Alfrocheiro;-;1985;Processamento;Viniferas
Arinarnoa;-;1985;Processamento;Viniferas
Aspirant Bouschet;-;1985;Processamento;Viniferas
Barbera;7.290.172;1985;Processamento;Viniferas
Bonarda;1.754.291;1985;Processamento;Viniferas
Cabernet Franc;10.342.293;1985;Processamento;Viniferas
Cabernet Sauvignon;149.527;1985;Processamento;Viniferas
Caladoc;-;1985;Processamento;Viniferas
Campanario;1.660;1985;Processamento;Viniferas
Canaiolo;455.665;1985;Processamento;Viniferas
Carignan;1.733;1985;Processamento;Viniferas
Carmenere;89.699;1985;Processamento;Viniferas
Castelão;-;1985;Processamento;Viniferas
Corvina;-;1985;Processamento;Viniferas
Croatina;-;1985;Processamento;Viniferas
Cinsaut;7.195;1985;Processamento;Viniferas
Dom Felder;-;1985;Processamento;Viniferas
Dolcetto;-;1985;Processamento;Viniferas
Durif;-;1985;Processamento;Viniferas
Egiodola;-;1985;Processamento;Viniferas
Ekigaina;-;1985;Processamento;Viniferas
Festival (Sugraone);-;1985;Processamento;Viniferas
Franconia;-;1985;Processamento;Viniferas
Freisa;4.208;1985;Processamento;Viniferas
Gamay St Romain;895.817;1985;Processamento;Viniferas
Gamay Beaujolais;48.410;1985;Processamento;Viniferas
Grand Noir;27.537;1985;Processamento;Viniferas
Grenache;-;1985;Processamento;Viniferas
Jaen;-;1985;Processamento;Viniferas
Lagrein;-;1985;Processamento;Viniferas
Lambrusco;14.360;1985;Processamento;Viniferas
Malbec;39.347;1985;Processamento;Viniferas
Marzemina;352.748;1985;Processamento;Viniferas
Merlot;6.965.153;1985;Processamento;Viniferas
Marselan;-;1985;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;1985;Processamento;Viniferas
Molinera;-;1985;Processamento;Viniferas
Montepulciano;-;1985;Processamento;Viniferas
Moscato Bailey;-;1985;Processamento;Viniferas
Napa Gamay;9.665;1985;Processamento;Viniferas
Nebbiolo;-;1985;Processamento;Viniferas
Petit Verdot;-;1985;Processamento;Viniferas
Petite Sirah;73.075;1985;Processamento;Viniferas
Pinotage;15.236;1985;Processamento;Viniferas
Pinot Noir;127.953;1985;Processamento;Viniferas
Pinot Saint George;-;1985;Processamento;Viniferas
Piriquita;-;1985;Processamento;Viniferas
Primitivo;-;1985;Processamento;Viniferas
Rebo;-;1985;Processamento;Viniferas
Refosco;-;1985;Processamento;Viniferas
Rondinella;-;1985;Processamento;Viniferas
Ruby Cabernet;426;1985;Processamento;Viniferas
Sangiovese;144.839;1985;Processamento;Viniferas
Saperavi;-;1985;Processamento;Viniferas
Sira (falsa);1.272.377;1985;Processamento;Viniferas
Tannat;43.800;1985;Processamento;Viniferas
Tempranillo;-;1985;Processamento;Viniferas
Teroldego;-;1985;Processamento;Viniferas
Torrontes;-;1985;Processamento;Viniferas
Tinta Barroca;-;1985;Processamento;Viniferas
Tinta Roriz;-;1985;Processamento;Viniferas
Touriga Francesa;-;1985;Processamento;Viniferas
Touriga Nacional;-;1985;Processamento;Viniferas
Tinta Madeira;2.508;1985;Processamento;Viniferas
Tintoria;21.260;1985;Processamento;Viniferas
Trincdeira;-;1985;Processamento;Viniferas
Trousseau;-;1985;Processamento;Viniferas
Zinfandel;198;1985;Processamento;Viniferas
Outras1;-;1985;Processamento;Viniferas
BRANCAS E ROSADAS;66.103.513;1985;Processamento;Viniferas
Aliatico;-;1985;Processamento;Viniferas
Aligote;-;1985;Processamento;Viniferas
Altesse;36.111;1985;Processamento;Viniferas
Alvarinho;-;1985;Processamento;Viniferas
Arriloba;-;1985;Processamento;Viniferas
Auxerrois;2.020;1985;Processamento;Viniferas
Burger;2.665;1985;Processamento;Viniferas
Chardonnay;191.484;1985;Processamento;Viniferas
Chasselas;160.169;1985;Processamento;Viniferas
Chenin Blanc;40.276;1985;Processamento;Viniferas
Clairette(1);13.929;1985;Processamento;Viniferas
Colombard;-;1985;Processamento;Viniferas
Flora;53.233;1985;Processamento;Viniferas
Garganega;-;1985;Processamento;Viniferas
Gewurztraminer;88.037;1985;Processamento;Viniferas
Gouveio;-;1985;Processamento;Viniferas
Gros Manseng;-;1985;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;1985;Processamento;Viniferas
Maccabeo;-;1985;Processamento;Viniferas
Malvasia;3.422.293;1985;Processamento;Viniferas
Malvasia Amarela;-;1985;Processamento;Viniferas
Malvasia Bianca;-;1985;Processamento;Viniferas
Malvasia Chianti;-;1985;Processamento;Viniferas
Malvasia Verde;-;1985;Processamento;Viniferas
Malvasia di Candia;-;1985;Processamento;Viniferas
Malvasia Istriana;-;1985;Processamento;Viniferas
Mistura de uvas viníferas branco;-;1985;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;1985;Processamento;Viniferas
Moscato Branco;18.464.456;1985;Processamento;Viniferas
Moscato Canelli;-;1985;Processamento;Viniferas
Moscato Giallo;-;1985;Processamento;Viniferas
Moscato Nazareno;-;1985;Processamento;Viniferas
Moscato Bianco R2;-;1985;Processamento;Viniferas
Moscato de Alexandria;-;1985;Processamento;Viniferas
Moscato Rosado;-;1985;Processamento;Viniferas
Muscat à Petits Grains;-;1985;Processamento;Viniferas
Muller Thurgau;2.028;1985;Processamento;Viniferas
Muscadelle;-;1985;Processamento;Viniferas
Ora;-;1985;Processamento;Viniferas
Palomino;30.395;1985;Processamento;Viniferas
Petit Manseng;-;1985;Processamento;Viniferas
Peverella;2.630.718;1985;Processamento;Viniferas
Pinot Blanc;129.010;1985;Processamento;Viniferas
Pinot Gris;-;1985;Processamento;Viniferas
Prosecco;108.830;1985;Processamento;Viniferas
Red Veltliner;4.689;1985;Processamento;Viniferas
Riesling Italico;7.207.668;1985;Processamento;Viniferas
Riesling Renano;163.005;1985;Processamento;Viniferas
Sauvignon Blanc(2);190.061;1985;Processamento;Viniferas
Sauvignon Gris;-;1985;Processamento;Viniferas
Seara Nova;1.640;1985;Processamento;Viniferas
Semillon;7.393.292;1985;Processamento;Viniferas
Schonburger;-;1985;Processamento;Viniferas
Sylvaner;73.591;1985;Processamento;Viniferas
Tocai Friulano;923;1985;Processamento;Viniferas
Trebbiano;24.178.593;1985;Processamento;Viniferas
Trebbiano Toscano;-;1985;Processamento;Viniferas
Verdea;-;1985;Processamento;Viniferas
Verdelho;7.900;1985;Processamento;Viniferas
Verdiso;23.684;1985;Processamento;Viniferas
Vermentino;32.124;1985;Processamento;Viniferas
Vernaccia;1.450.663;1985;Processamento;Viniferas
Viogner;-;1985;Processamento;Viniferas
Viognier;-;1985;Processamento;Viniferas
Outras(3);26;1985;Processamento;Viniferas
Total;96.298.856;1985;Processamento;Viniferas
TINTAS;385.216.611;1985;Processamento;Americanas_e_hibridas
Bacarina;55.878;1985;Processamento;Americanas_e_hibridas
Bailey;-;1985;Processamento;Americanas_e_hibridas
Bordo;36.787.283;1985;Processamento;Americanas_e_hibridas
Bourdin (S);-;1985;Processamento;Americanas_e_hibridas
BRS Carmen;-;1985;Processamento;Americanas_e_hibridas
BRS Cora;-;1985;Processamento;Americanas_e_hibridas
BRS Magna;-;1985;Processamento;Americanas_e_hibridas
BRS Margot;-;1985;Processamento;Americanas_e_hibridas
BRS Morena;-;1985;Processamento;Americanas_e_hibridas
BRS Núbia;-;1985;Processamento;Americanas_e_hibridas
BRS Rúbea;-;1985;Processamento;Americanas_e_hibridas
BRS Violeta;-;1985;Processamento;Americanas_e_hibridas
BRS Vitória;-;1985;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;1985;Processamento;Americanas_e_hibridas
Coleções;-;1985;Processamento;Americanas_e_hibridas
Concord;17.270.192;1985;Processamento;Americanas_e_hibridas
Concord clone 30;-;1985;Processamento;Americanas_e_hibridas
Couderc;7.341.937;1985;Processamento;Americanas_e_hibridas
Cynthiana(1);467.677;1985;Processamento;Americanas_e_hibridas
Herbemont;47.677.634;1985;Processamento;Americanas_e_hibridas
IAC 138022;-;1985;Processamento;Americanas_e_hibridas
Isabel;261.311.720;1985;Processamento;Americanas_e_hibridas
Isabel Precoce;-;1985;Processamento;Americanas_e_hibridas
Jacquez;883.337;1985;Processamento;Americanas_e_hibridas
Kyoko;-;1985;Processamento;Americanas_e_hibridas
