Cultivar;Quantidade (Kg);Year;Category;Subcategory
Niagara;30.382.883;1997;Processamento;Americanas_e_hibridas
Niagara Branca;-;1997;Processamento;Americanas_e_hibridas
Niagara Rosada;6.321.306;1997;Processamento;Americanas_e_hibridas
Poloske;-;1997;Processamento;Americanas_e_hibridas
Seleções;-;1997;Processamento;Americanas_e_hibridas
Seyve Villard;-;1997;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1997;Processamento;Americanas_e_hibridas
Seyve Villard 12375;2.219.710;1997;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1997;Processamento;Americanas_e_hibridas
Outras(2);17.180;1997;Processamento;Americanas_e_hibridas
Total;319.574.308;1997;Processamento;Americanas_e_hibridas
TINTAS;374.934;1997;Processamento;Uvas_de_mesa
Alphonse Lavallee;-;1997;Processamento;Uvas_de_mesa
Moscato de Hamburgo;-;1997;Processamento;Uvas_de_mesa
BRANCAS;-;1997;Processamento;Uvas_de_mesa
